# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0905-v0M1_gene_tas.txt -m 16 -s 1000
#FDR Corrected thresholds: 0.999 0.016
#MH Acceptance-Rate:	25.89%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.903168
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	0	106	106	1312	0.946000	U
cds_SP5448_00010	0	102	102	1119	0.877000	U
cds_SP5448_00015	0	15	15	183	0.937000	U
cds_SP5448_00020	3	80	50	706	0.487000	U
cds_SP5448_00025	0	56	56	565	0.750000	U
cds_SP5448_00030	20	265	37	452	0.033000	U
cds_SP5448_00035	1	30	20	186	0.009000	NE
cds_SP5448_00040	1	30	17	160	0.001000	NE
cds_SP5448_00050	5	128	54	561	0.236000	U
cds_SP5448_00055	0	130	130	1266	0.812000	U
cds_SP5448_00060	0	55	55	528	0.786000	U
cds_SP5448_00065	0	138	138	1974	0.998000	U
cds_SP5448_00070	0	156	156	1452	0.627000	U
cds_SP5448_00080	21	91	15	254	0.002000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	14	186	35	534	0.044000	U
cds_SP5448_00095	1	11	7	61	-1.000000	S
cds_SP5448_00100	1	4	3	59	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	1	5	4	56	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	1	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	1	6	5	58	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	1	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
